1, junk, ., +, t, /, 1, (, i, Y, d
2168, 2, junk, 3, 1, z, l, x, ., T, a
2169, junk, ., o, N, 0, r, -, L, COMMA, H
2170, junk, ., +, \sin, 1, COMMA, ), -, \mu, 0
2171, junk, -, ., a, n, +, 1, x, \tan, 2
2172, junk, 1, |, COMMA, \prime, ), +, l, ., !
2173, junk, 1, |, COMMA, \prime, l, (, ., /, +
2174, junk, 2, ., -, z, a, 0, 1, c, t
2175, junk, \prime, ., 1, +, COMMA, ), 4, l, 3
2176, junk, C, 6, -, ., c, 1, COMMA, 0, 2
2177, junk, n, 0, ., s, COMMA, c, m, r, \gamma
2178, junk, h, (, 4, ., x, \times, l, n, r
2179, junk, y, -, g, ., \gamma, 1, 0, a, 3
2180, 1, junk, d, I, l, (, ., +, /, -
2181, junk, 0, ., COMMA, s, \prime, -, 1, e, /
2182, 6, junk, e, b, ., 2, 1, k, \lim, c
2183, junk, \tan, ., 2, c, a, 0, \sum, 1, z
2184, junk, ., \tan, \div, +, -, 1, \sin, a, COMMA
2185, junk, \tan, \log, ., k, 1, 2, 6, L, \lim
2186, junk, H, 6, G, m, \infty, n, \Delta, b, .
2187, -, junk, =, ., \ldots, T, COMMA, t, i, c
2188, junk, t, r, ., 1, COMMA, H, n, \prime, +
2189, -, junk, ., =, T, \ldots, i, COMMA, t, \div
2190, junk, ., -, \pi, \sigma, +, r, COMMA, c, \alpha
2191, junk, \prime, ., 1, k, i, ], ), n, (
2192, \sqrt, junk, ., m, o, -, r, L, 0, COMMA
2193, junk, \tan, ., m, -, \sin, COMMA, \lim, n, \cos
2194, junk, ., \prime, -, COMMA, +, 3, 1, /, n
2195, junk, ., \tan, c, -, e, \alpha, a, COMMA, (
2196, junk, ., \ldots, -, 0, \prime, o, (, a, c
2197, junk, \lambda, ., v, n, x, a, -, 0, \sum
2198, \log, junk, z, i, +, t, 2, (, COMMA, d
2199, -, junk, ., =, \ldots, 2, COMMA, \div, T, m
2200, -, junk, =, ., \ldots, T, COMMA, 2, i, m
2201, junk, ., -, +, \rightarrow, G, \div, (, COMMA, \alpha
2202, 1, junk, I, d, l, ., (, -, +, /
2203, junk, \rightarrow, ., -, \alpha, \div, \sin, \tan, L, 2
2204, junk, ., +, \prime, 1, (, COMMA, ), \lambda, l
2205, junk, n, x, COMMA, ., -, 3, y, \gamma, \lambda
2206, \times, x, junk, +, \gamma, y, X, z, 7, .
2207, \gt, junk, 3, \sum, y, \times, ., x, COMMA, \geq
2208, junk, ., \prime, -, ), COMMA, \ldots, /, \sin, a
2209, junk, \mu, 1, ., Y, 0, COMMA, \forall, n, +
2210, junk, ., a, -, 0, v, y, c, 2, \div
2211, junk, \sin, ., +, 0, c, \tan, a, \pi, \prime
2212, junk, ., +, y, n, \div, 1, p, /, \beta
2213, junk, ., -, o, COMMA, \ldots, V, (, 1, e
2214, junk, \Delta, A, E, a, 9, y, x, ., COMMA
2215, junk, x, \gamma, ., T, -, 3, \gt, \forall, y
2216, junk, i, ., +, a, \div, \rightarrow, 4, 2, 0
2217, junk, \prime, ., 1, +, COMMA, ), (, l, |
2218, junk, ., i, a, \sin, m, 1, \sum, \phi, j
2219, junk, \tan, +, v, ., i, T, -, =, \log
2220, junk, N, \mu, ., x, n, 0, M, r, \sin
2221, junk, COMMA, /, ., 1, \div, \prime, -, 2, l
2222, junk, 1, COMMA, /, \prime, |, ., l, \div, !
2223, -, junk, =, ., T, \ldots, i, COMMA, 2, \div
2224, junk, -, ., +, a, \div, i, 1, x, \alpha
2225, junk, -, I, \div, \pm, =, L, ., c, 1
2226, junk, -, ., 2, =, m, \lt, z, a, COMMA
2227, -, junk, =, ., T, \ldots, i, COMMA, \div, 2
2228, junk, ., a, 3, x, \div, \prime, COMMA, \lim, s
2229, junk, \tan, ., 0, c, a, 2, =, -, COMMA
2230, junk, 1, ., L, +, ), (, i, COMMA, \prime
2231, junk, ., -, 1, \lim, 7, COMMA, /, \gamma, \prime
2232, junk, ., COMMA, 0, c, /, 1, +, (, s
2233, junk, a, g, ., 3, 0, 2, 9, 1, T
2234, junk, ., c, e, x, C, COMMA, \times, (, 0
2235, junk, ., x, +, COMMA, 0, r, 1, s, -
2236, junk, ., c, x, e, C, \times, COMMA, 5, 2
2237, junk, ., m, r, 1, \prime, \mu, n, /, +
2238, junk, o, 0, -, ., COMMA, \sqrt, g, 1, y
2239, junk, 1, COMMA, /, |, \prime, !, l, ., \div
2240, junk, a, 0, -, \tan, ., u, o, v, 1
2241, junk, -, \neq, ., 7, +, 1, \prime, \lim, \sin
2242, junk, ., r, \sqrt, -, 0, 1, COMMA, /, \prime
2243, junk, ., \prime, a, +, 2, 1, \lim, \tan, i
2244, -, junk, =, ., \ldots, T, COMMA, 2, i, \div
2245, junk, ., u, \sqrt, 0, V, v, r, o, L
2246, m, junk, \leq, a, ., n, \mu, M, p, P
2247, \sin, junk, \pi, \lim, ., \cos, M, \mu, 0, n
2248, junk, ., \infty, \cos, \sin, \times, \alpha, -, x, a
2249, junk, ., \mu, n, a, m, \tan, \prime, 1, -
2250, junk, a, ., \mu, \infty, +, \sin, 0, -, x
2251, junk, ., -, 0, (, COMMA, \lim, \prime, \tan, 6
2252, junk, 1, |, COMMA, \prime, l, +, ., ), /
2253, junk, x, v, ., n, -, +, a, 2, X
2254, junk, 7, 3, \prime, 9, 1, COMMA, n, ., -
2255, junk, ., 1, COMMA, \tan, x, +, \sin, (, 0
2256, junk, 3, ., x, -, 5, 2, COMMA, 6, \times
2257, 2, junk, ., -, \pi, +, \sigma, n, \rightarrow, a
2258, junk, +, ., a, -, 2, 1, x, (, COMMA
2259, junk, ., c, COMMA, -, C, +, L, t, r
2260, junk, 0, o, ., COMMA, c, v, 5, C, L
2261, junk, ., a, r, x, +, c, 0, 1, 2
2262, 0, junk, o, \theta, G, ., 8, E, a, c
2263, junk, ., 0, x, COMMA, N, \times, 1, y, \mu
2264, junk, ., +, -, COMMA, 7, 1, \neq, 3, x
2265, junk, G, n, ., 0, \theta, H, t, 1, a
2266, junk, 8, 0, ., b, n, H, m, M, \pi
2267, junk, ., a, o, 2, x, m, n, \times, 0
2268, junk, n, ., k, \beta, a, 1, 0, i, H
2269, junk, 1, \prime, ., COMMA, \int, ), ], +, 0
2270, junk, ., +, \sqrt, r, COMMA, -, c, 2, \gamma
2271, junk, ., n, \sqrt, u, r, v, N, /, L
2272, junk, n, 0, ., 3, 8, m, \infty, a, l
2273, junk, n, ., N, 0, h, \forall, 1, \div, Y
2274, junk, G, \div, +, ., 2, 1, a, 7, z
2275, junk, n, ., -, COMMA, p, t, s, 1, 0
2276, -, junk, =, ., \ldots, 2, COMMA, m, T, \div
2277, junk, \ldots, ., L, \mu, N, 1, m, n, o
2278, A, junk, 1, ., x, \alpha, r, n, H, p
2279, junk, v, 0, ., o, t, \leq, d, COMMA, c
2280, junk, +, ., r, \prime, x, ), \times, |, 1
2281, p, H, junk, P, 1, l, -, n, ., r
2282, junk, i, ., 1, h, x, 5, +, u, 2
2283, !, junk, \prime, 1, ., 3, COMMA, (, l, )
2284, y, junk, 2, x, z, \gamma, 3, ., p, X
2285, y, n, junk, 4, ., +, 1, 3, -, a
2286, +, n, junk, ., x, y, a, 1, \gamma, 4
2287, junk, c, ., u, 1, 2, +, 0, z, x
2288, junk, 1, c, \pm, ., C, 0, I, L, x
2289, junk, 1, ., l, a, h, /, 2, COMMA, x
2290, junk, ., -, +, x, 1, \sin, COMMA, T, \prime
2291, a, junk, G, ., n, e, \lim, \in, 1, \log
2292, junk, ., n, c, L, a, N, r, v, C
2293, -, junk, ., \ldots, =, 2, m, COMMA, \leq, \div
2294, u, n, v, junk, x, w, a, ., \mu, k
2295, junk, 1, |, COMMA, +, ), \prime, l, ., !
2296, junk, ., 0, n, o, 1, \mu, /, -, N
2297, junk, ., a, \in, G, v, c, q, 0, 1
2298, junk, ., 1, (, \prime, l, a, +, \geq, COMMA
2299, m, n, \mu, junk, r, \times, ., M, a, x
2300, junk, c, a, 2, t, 0, ., h, n, z
2301, junk, \sin, ., a, A, o, 0, x, \Delta, \sigma
2302, junk, ., a, 1, r, n, COMMA, p, \prime, \times
2303, junk, -, \infty, \rightarrow, ., z, +, 2, COMMA, \sigma
2304, junk, ., n, a, G, C, 0, 2, c, z
2305, junk, +, ., n, 1, -, y, 7, 3, a
2306, junk, 1, ., \geq, \div, (, x, \prime, COMMA, n
2307, junk, 1, +, 3, ., T, \prime, n, r, COMMA
2308, junk, 1, ), |, COMMA, \prime, +, ., /, l
2309, junk, ., r, COMMA, n, s, 1, \prime, 0, /
2310, junk, ., a, r, x, +, c, 0, 1, 2
2311, junk, \sum, ., o, c, 0, E, s, C, \in
2312, junk, ., o, \sin, c, 0, H, x, u, L
2313, junk, j, ., COMMA, -, (, l, /, 1, i
2314, junk, \alpha, a, \sin, ., n, x, 2, \div, C
2315, n, junk, ., r, V, H, M, m, a, \beta
2316, junk, T, +, 1, 3, ., ), \lambda, \prime, t
2317, junk, n, v, ., \mu, N, m, t, k, a
2318, junk, a, ., x, -, 1, \sin, COMMA, o, r
2319, junk, (, ., /, h, w, r, u, v, 1
2320, -, junk, ., \ldots, =, 2, m, COMMA, \div, i
2321, junk, r, ., \sqrt, L, o, \mu, 0, u, /
2322, L, junk, I, 1, ., 2, +, x, t, i
2323, junk, t, n, ., 0, 1, r, m, 2, a
2324, junk, ., a, r, x, +, c, 0, 1, 2
2325, junk, 1, l, ., f, 6, c, +, G, x
2326, junk, -, ., 3, i, +, \div, 1, \neq, COMMA
2327, junk, ., =, -, i, T, COMMA, \sin, \div, +
2328, -, junk, m, ., =, \ldots, \sin, i, \div, n
2329, junk, ., a, r, x, +, c, 0, 1, 2
2330, junk, COMMA, c, ., a, -, 2, \tan, C, r
2331, L, junk, ., 1, x, t, +, 2, (, c
2332, -, junk, ., =, \ldots, 2, \div, m, COMMA, i
2333, junk, ., 2, COMMA, a, 0, \prime, 1, L, c
2334, junk, a, ., u, 2, c, L, COMMA, \tan, 1
2335, junk, \sqrt, 0, i, ., V, t, r, o, COMMA
2336, junk, ., \ldots, 0, COMMA, -, (, /, \prime, a
2337, junk, ., COMMA, 1, a, l, 2, x, \div, c
2338, junk, ., +, (, t, T, \rightarrow, 1, 7, -
2339, -, junk, =, ., T, \ldots, COMMA, 2, i, m
2340, junk, 0, \log, ., 1, a, \tan, c, COMMA, )
2341, junk, l, ., z, 2, 1, +, Y, H, (
2342, junk, ., n, \prime, x, y, 1, /, COMMA, u
2343, junk, A, H, ., 1, l, n, Y, p, N
2344, junk, a, ., 0, 1, 2, G, c, l, C
2345, junk, ., x, Y, /, y, 1, \sqrt, COMMA, \prime
2346, junk, ., \log, \lim, \sin, o, 0, \tan, H, u
2347, junk, 1, |, COMMA, ), \prime, +, ., l, !
2348, \sin, junk, ., \tan, +, -, 1, \infty, 2, \div
2349, -, junk, =, ., \ldots, 2, COMMA, T, m, i
2350, junk, \mu, +, 1, ., M, t, \prime, Y, o
2351, junk, k, a, n, ., l, t, E, c, x
2352, junk, a, x, ., \sum, c, \pi, 1, z, r
2353, r, junk, 9, -, n, ., f, COMMA, \prime, a
2354, junk, ., m, =, \div, -, 0, i, n, T
2355, -, junk, ., =, \ldots, 2, \div, COMMA, m, i
2356, junk, +, ., 1, f, 0, -, t, n, COMMA
2357, [, i, 0, c, 1, junk, C, \sum, \div, l
2358, c, C, junk, 1, ., i, 0, a, 6, (
2359, \geq, junk, ., S, 3, \div, x, s, C, 1
2360, junk, \mu, a, ., o, k, c, x, t, 0
2361, junk, 0, o, ., v, c, COMMA, u, a, \theta
2362, junk, \beta, \mu, ., c, p, x, a, k, 1
2363, junk, r, a, m, -, ., o, n, /, \mu
2364, junk, -, ., t, n, 0, COMMA, +, \prime, T
2365, junk, ., o, \mu, \tan, \sin, 1, x, u, +
2366, junk, 1, |, (, COMMA, \{, \prime, l, 4, .
2367, junk, n, ., \div, x, N, k, +, \times, q
2368, T, junk, I, 1, ., F, t, 0, +, i
2369, d, junk, +, ., 1, i, (, o, T, -
2370, junk, ., -, \sin, T, +, \tan, \pi, a, \rightarrow
2371, -, junk, =, ., \ldots, T, COMMA, m, i, 2
2372, junk, ., a, u, 0, ), 4, 1, COMMA, L
2373, 1, n, r, junk, x, d, ., /, +, \pi
2374, junk, 1, L, COMMA, l, (, ., t, h, |
2375, junk, +, \neq, a, \rightarrow, =, ., d, \div, 1
2376, junk, COMMA, ., m, \lim, n, 1, 4, 0, H
2377, junk, ., a, 0, -, \prime, e, \sin, 1, +
2378, junk, ., \ldots, \prime, 0, 1, COMMA, -, /, o
2379, junk, ., COMMA, \prime, 1, 9, -, /, +, )
2380, junk, a, ., u, v, -, n, \theta, 2, L
2381, junk, ., +, 1, \prime, (, /, COMMA, -, \ldots
2382, F, junk, I, ., 3, E, i, t, \sum, COMMA
2383, junk, ., n, +, -, p, \pi, T, 1, x
2384, junk, ., -, c, 0, C, \sigma, COMMA, \alpha, (
2385, junk, ., f, a, m, n, 0, \forall, \mu, x
2386, junk, ., +, -, F, 1, x, \sigma, m, T
2387, junk, +, ., t, -, 2, 1, T, \pi, \tan
2388, junk, c, ., C, \ldots, E, 0, G, \sum, 6
2389, junk, s, ., COMMA, n, 3, 5, -, 9, \exists
2390, junk, 0, ., \sin, o, a, 1, COMMA, +, \ldots
2391, -, junk, =, ., \ldots, COMMA, T, 2, m, i
2392, junk, \tan, \sin, ., a, \lim, c, 1, 2, 0
2393, -, junk, \ldots, ., =, 2, m, COMMA, \div, i
2394, junk, \lim, ., 1, \tan, +, ), c, \prime, \ldots
2395, junk, ., \tan, c, \ldots, 0, ), 1, a, +
2396, junk, g, x, ., o, r, +, COMMA, \times, 1
2397, junk, ., +, (, u, x, 1, L, c, t
2398, junk, +, ., \pi, \sigma, 1, -, T, 9, Y
2399, junk, 1, b, ., 6, 3, B, E, 2, 0
2400, junk, x, \times, ., \pi, \gamma, y, -, n, +
2401, junk, f, 3, +, \prime, Y, COMMA, i, ., 1
2402, junk, 1, \div, ., COMMA, \prime, \leq, 3, \pm, m
2403, -, junk, =, ., \ldots, T, COMMA, 2, m, i
2404, junk, ., a, r, x, +, c, 0, 1, 2
2405, -, junk, =, \ldots, ., 2, COMMA, m, i, T
2406, junk, 1, |, COMMA, \prime, ), l, +, ., !
2407, junk, COMMA, ., \int, (, /, \div, x, 1, \times
2408, junk, p, Y, /, 1, ., COMMA, -, \forall, 7
2409, junk, ., \times, \mu, \sin, (, x, 0, 1, M
2410, junk, ., -, COMMA, +, r, x, \prime, T, \gt
2411, junk, ., x, Y, COMMA, \times, u, -, 0, /
2412, junk, x, d, ., H, A, \times, n, N, \sin
2413, junk, ., a, 0, \Delta, 1, COMMA, 2, c, 9
2414, junk, -, m, =, \tan, ., 1, \leq, COMMA, \sin
2415, junk, -, ., \rightarrow, \gt, t, T, z, +, 7
2416, t, junk, COMMA, ., 1, \pm, I, 2, z, +
2417, junk, 1, COMMA, l, ), ., \prime, 2, /, r
2418, junk, ., i, 6, COMMA, -, T, 1, (, \prime
2419, -, junk, \ldots, ., =, 2, COMMA, m, \div, i
2420, junk, a, ., \Delta, \alpha, 2, c, C, 9, 0
2421, -, junk, =, ., \ldots, T, COMMA, 2, i, m
2422, junk, a, 9, x, k, 2, b, ., 1, i
2423, junk, ., 0, \cos, \pi, o, 1, M, \sigma, +
2424, junk, a, o, G, 0, n, ., 8, g, 1
2425, junk, ., 0, 1, n, 6, \sqrt, s, COMMA, /
2426, junk, =, 3, B, \div, ., a, n, 1, COMMA
2427, junk, z, a, 1, ., \lim, 2, \pm, t, k
2428, junk, ., \sin, H, F, 1, o, t, T, +
2429, junk, 3, a, 9, E, 5, 2, ., 1, x
2430, junk, 9, 3, 5, \exists, s, g, x, ., \phi
2431, 8, junk, 9, 1, 2, F, ., 3, p, P
2432, junk, 1, |, COMMA, \prime, ), ., l, /, +
2433, junk, ., -, (, \prime, \ldots, +, COMMA, 1, /
2434, junk, 1, |, COMMA, +, l, \prime, (, i, .
2435, junk, 1, 6, ., COMMA, 4, L, a, z, 2
2436, 2, junk, ., +, \prime, a, z, x, 0, i
2437, junk, ., -, COMMA, 0, \ldots, L, \sin, c, o
2438, junk, \rightarrow, 8, n, ., a, 1, 2, 7, x
2439, junk, 1, ., x, N, l, (, /, |, s
2440, z, junk, 6, t, I, -, x, 2, \pm, 1
2441, junk, -, T, ., \sqrt, \gt, COMMA, 0, \exists, 3
2442, junk, I, \pm, ., a, \pi, t, \Delta, H, 0
2443, junk, L, 1, l, ., I, COMMA, +, h, 2
2444, junk, ., -, (, \prime, \ldots, COMMA, n, +, 0
2445, junk, ., 7, -, n, r, L, m, \sin, 0
2446, junk, ., -, \rightarrow, (, \tan, m, T, +, 4
2447, junk, ., -, \prime, COMMA, +, T, i, r, 0
2448, junk, ., -, 0, (, COMMA, T, o, \sqrt, +
2449, -, junk, =, \ldots, ., 2, COMMA, T, i, m
2450, junk, \sin, ., +, \tan, 0, 1, \prime, n, a
2451, -, junk, ., =, T, \ldots, m, i, COMMA, \div
2452, junk, l, 1, L, ., I, COMMA, +, 2, 0
2453, junk, ., L, -, (, 0, COMMA, T, C, \sqrt
2454, junk, ., -, \sin, \ldots, 0, \rightarrow, n, o, COMMA
2455, junk, 1, |, COMMA, \prime, l, +, ), ., !
2456, y, 4, junk, +, ., n, 3, 1, \lambda, A
2457, junk, \tan, a, ., 2, \alpha, e, -, c, 0
2458, junk, 1, |, COMMA, +, \prime, l, ., !, )
2459, junk, ., \div, +, 2, \tan, l, \sin, a, z
2460, junk, ., +, 1, \rightarrow, -, COMMA, m, \tan, T
2461, \gt, junk, 3, \prime, x, ., COMMA, \times, 0, \geq
2462, junk, -, COMMA, =, ., \tan, c, 0, a, 2
2463, junk, ., -, \sin, \tan, COMMA, 2, +, =, c
2464, t, +, junk, 1, k, r, ., R, x, f
2465, junk, 1, COMMA, /, |, ., \prime, l, \div, )
2466, junk, E, ., c, a, x, C, F, r, \sin
2467, junk, \gt, \rightarrow, ., 3, 9, y, 5, x, 0
2468, junk, 1, +, ., L, \div, COMMA, x, r, g
2469, junk, ., x, COMMA, 1, b, -, c, n, l
2470, junk, ., COMMA, 0, L, -, \ldots, o, /, (
2471, junk, 1, |, COMMA, \prime, +, l, ., ), /
2472, junk, ., x, -, 2, COMMA, \times, v, a, +
2473, -, junk, ., =, \div, 2, \ldots, COMMA, T, C
2474, junk, \cos, a, ., o, q, x, 1, \sin, \lim
2475, c, junk, C, [, \sum, z, 0, E, ., L
2476, c, C, junk, 1, ., (, [, i, 6, 0
2477, junk, x, a, \alpha, o, ., 1, 2, -, \pi
2478, [, i, c, 0, junk, 1, C, ., \div, 2
2479, junk, ., x, \pi, 6, -, Y, \alpha, c, 9
2480, junk, ., c, l, a, H, -, p, \in, 1
2481, -, junk, ., =, \ldots, COMMA, 2, T, \div, m
2482, junk, -, ., =, 2, COMMA, a, \ldots, \div, C
2483, junk, 0, a, ., c, -, 1, COMMA, 2, \prime
2484, junk, -, +, ., 1, o, 0, \mu, a, COMMA
2485, junk, ., -, \prime, COMMA, T, =, 0, /, \ldots
2486, junk, ., COMMA, -, (, \prime, \ldots, +, \tan, /
2487, +, junk, ., x, -, z, d, \phi, t, 1
2488, junk, \log, \lim, \sin, y, ., H, o, 9, 0
2489, junk, ., +, 1, x, -, 2, m, o, \mu
2490, junk, 5, ., 3, ), +, \lambda, COMMA, \prime, r
2491, junk, +, 1, T, ., -, \neq, \prime, t, 0
2492, junk, ., r, N, \prime, +, \neq, c, k, n
2493, junk, ., n, COMMA, M, \prime, -, s, 0, m
2494, junk, ., COMMA, 2, +, 0, i, x, 3, \rightarrow
2495, a, junk, 9, 0, ., n, o, x, 2, \Delta
2496, p, q, junk, \pi, P, l, COMMA, 9, r, H
2497, junk, a, 0, H, n, ., COMMA, p, o, 1
2498, -, junk, =, ., \ldots, T, 2, COMMA, i, m
2499, -, junk, ., =, T, t, i, COMMA, \div, \ldots
2500, junk, f, ., F, a, +, COMMA, c, t, \neq
2501, -, junk, =, ., \ldots, T, COMMA, i, 2, t
2502, junk, ., 1, +, 6, -, \neq, \sin, 0, G
2503, junk, ., \log, L, +, \lim, \sin, /, n, c
2504, junk, ., n, \ldots, COMMA, \tan, 1, c, 0, r
2505, junk, \beta, A, p, ., 1, x, s, k, Y
2506, 1, junk, y, \neq, +, x, ., -, \rightarrow, 2
2507, junk, ., L, 1, (, +, x, u, h, I
2508, -, junk, =, ., \ldots, T, 2, COMMA, i, \div
2509, junk, ., 1, +, x, /, |, \prime, k, c
2510, junk, ., 1, +, \prime, 0, /, COMMA, l, (
2511, junk, \neq, ., -, +, \alpha, \ldots, (, 1, n
2512, N, x, junk, 0, \times, ., d, r, a, V
2513, junk, ., H, COMMA, (, 1, +, 0, V, -
2514, junk, ., 0, \ldots, o, COMMA, L, /, 1, -
2515, junk, 3, ., a, 8, F, z, I, 0, 2
2516, junk, ., x, -, \alpha, COMMA, r, \times, (, +
2517, junk, o, ., 0, d, 1, \sqrt, -, /, T
2518, junk, 1, c, ., l, z, 0, 2, a, I
2519, junk, \cos, x, ., z, \gamma, COMMA, c, a, 0
2520, junk, ., f, +, 1, a, o, ), r, \neq
2521, junk, 0, o, v, ., c, 5, C, COMMA, V
2522, junk, \mu, n, ., a, 0, N, i, m, r
2523, junk, 3, s, ., 5, =, 7, -, 0, COMMA
2524, junk, \tan, \ldots, ., H, C, c, 0, \Delta, 1
2525, junk, -, ., +, \sin, 2, a, T, COMMA, 1
2526, junk, 0, ., \tan, \infty, COMMA, u, \mu, n, o
2527, -, junk, =, ., T, \ldots, COMMA, i, 2, m
2528, junk, ., 1, +, 0, 2, /, z, \prime, M
2529, \lim, junk, \cos, \sin, ., 0, \tan, COMMA, o, \log
2530, junk, 1, |, COMMA, \prime, l, ., (, \{, /
2531, junk, ., l, 1, 2, a, COMMA, c, (, \alpha
2532, n, junk, ., 1, a, M, ), 0, V, \Delta
2533, junk, ., \prime, 1, +, x, (, 0, v, s
2534, junk, ., o, 0, r, n, +, F, f, \infty
2535, junk, ., \neq, -, +, d, x, /, \pi, \sigma
2536, k, junk, E, ., 3, x, a, \div, 2, C
2537, -, junk, ., =, T, t, i, COMMA, \div, \ldots
2538, junk, 1, |, COMMA, \prime, l, +, \{, (, .
2539, junk, o, g, ., 0, 8, 9, n, f, -
2540, junk, \sigma, \pi, ., p, \alpha, 5, o, \mu, -
2541, -, junk, ., =, \ldots, COMMA, 2, T, \div, m
2542, junk, ., n, 1, /, \prime, +, -, |, (
2543, z, junk, ., \div, \sum, 1, l, x, a, 2
2544, junk, 4, 2, a, ., 1, A, G, x, C
2545, junk, ., \lim, a, k, 3, +, \mu, \tan, 0
2546, junk, ., +, -, \sin, 1, COMMA, \prime, 2, 0
2547, junk, 1, |, COMMA, +, \prime, l, ., (, i
2548, junk, 7, ., L, n, r, m, 1, /, c
2549, -, junk, =, ., T, \ldots, i, COMMA, 2, \div
2550, junk, ., \times, COMMA, +, (, x, ), \prime, \div
2551, junk, |, 1, COMMA, +, l, \prime, (, ., i
2552, junk, ., \mu, n, \log, L, 1, H, +, o
2553, junk, ., -, \ldots, 0, o, n, 1, \prime, +
2554, junk, \tan, ., \cos, \sin, -, o, =, +, 2
2555, junk, ., \pi, a, c, 0, 1, \div, N, 2
2556, junk, L, ., +, I, 1, (, i, t, l
2557, t, E, k, junk, \pm, I, \in, c, i, .
2558, junk, ., \ldots, 1, \rightarrow, -, L, +, a, COMMA
2559, -, junk, =, ., T, \ldots, i, COMMA, 2, \div
2560, \Delta, A, a, junk, u, ., n, G, 4, c
2561, junk, c, ., C, E, a, 4, COMMA, 0, u
2562, -, junk, ., =, t, i, COMMA, T, C, c
2563, junk, 0, ., o, G, 1, 2, c, a, C
2564, junk, ., 3, I, COMMA, ], 6, 1, L, c
2565, -, junk, =, ., T, \ldots, i, COMMA, m, \div
2566, junk, 1, ., l, L, (, +, t, COMMA, I
2567, 4, junk, \log, 1, x, ., a, \lim, n, +
2568, junk, \sin, ), ., M, 4, u, \pi, +, T
2569, junk, l, 1, (, ., L, COMMA, i, h, t
2570, junk, -, ., L, I, u, COMMA, 1, =, i
2571, junk, ., \prime, +, 1, ), COMMA, \lambda, i, (
2572, junk, \pm, (, ., E, 4, x, \leq, C, +
2573, junk, d, 1, ., o, \mu, T, t, a, C
2574, junk, ., \mu, r, +, x, 1, \pi, m, u
2575, junk, x, E, X, i, t, ., \times, +, 2
2576, junk, ., T, +, \prime, COMMA, 1, -, \ldots, 0
2577, \sin, junk, \cos, \infty, ., \tan, n, \times, a, x
2578, \sin, junk, ., n, \div, \tan, -, \cos, G, \alpha
2579, junk, -, +, ., x, \sin, 1, =, T, \cos
2580, junk, ., (, x, COMMA, \forall, 1, +, \times, c
2581, junk, H, a, t, ., G, n, E, -, 2
2582, junk, 4, 1, ., +, 7, t, n, a, -
2583, junk, \sin, ., \pi, n, M, o, \infty, 0, a
2584, junk, ., i, m, 1, w, -, a, +, 0
2585, junk, ., -, m, +, \sqrt, T, 0, 1, \sin
2586, junk, 1, COMMA, ., |, ), \prime, l, (, !
2587, junk, ., \sqrt, -, s, COMMA, 0, 1, /, n
2588, junk, ., 9, +, a, G, \theta, d, \alpha, t
2589, junk, -, ., 4, \ldots, \gamma, x, COMMA, +, \times
2590, junk, 5, ., E, 0, s, c, o, r, COMMA
2591, junk, p, M, 1, ., P, H, /, \sqrt, \div
2592, junk, T, -, 1, 3, \div, x, 7, COMMA, \pi
2593, junk, ., 8, \sigma, x, o, 0, k, E, a
2594, junk, ., -, \ldots, \sin, 0, \prime, a, c, \tan
2595, junk, ., \sin, \rightarrow, a, \sqrt, 1, 0, o, n
2596, junk, n, ., \prime, -, 0, i, s, +, COMMA
2597, junk, =, a, 2, e, c, 0, -, ., C
2598, junk, 1, |, COMMA, l, \prime, ., (, /, \{
2599, junk, 0, ., -, s, t, \prime, \int, COMMA, \lim
2600, junk, ., \sin, 0, -, \prime, c, +, \ldots, 1
2601, junk, ., -, +, \rightarrow, (, COMMA, n, \prime, T
2602, junk, \sqrt, ., 1, p, 0, N, a, \forall, /
2603, junk, 2, 1, -, ], a, x, ., 7, \div
2604, junk, 1, /, n, ), ., 0, |, \int, +
2605, junk, \alpha, ., -, +, COMMA, 9, r, /, (
2606, junk, ., -, +, 4, 1, \alpha, \neq, /, Y
2607, \sin, junk, ., \lim, a, COMMA, v, c, \prime, n
2608, junk, ., 3, 0, a, \forall, COMMA, 1, +, d
2609, junk, \tan, ., \sin, n, u, m, c, \mu, -
2610, junk, ., COMMA, 3, 0, 9, x, 1, +, \lambda
2611, junk, ., -, \prime, \sin, 0, COMMA, +, C, (
2612, junk, ., (, \prime, COMMA, 1, x, +, \tan, /
2613, junk, \int, ., -, COMMA, (, s, r, \prime, +
2614, junk, 3, 1, \div, COMMA, z, a, ., 2, \prime
2615, junk, \alpha, x, ., +, Y, a, 4, \neq, 1
2616, junk, \infty, a, ., \cos, x, G, 1, \log, +
2617, junk, c, ., x, a, G, C, \lt, 2, COMMA
2618, junk, 2, ., a, 0, c, =, -, C, \tan
2619, junk, 3, COMMA, ., \prime, 0, \sum, \gt, =, 2
2620, junk, c, ., 0, C, N, o, L, COMMA, a
2621, junk, COMMA, 1, ., \leq, (, +, x, i, c
2622, a, junk, x, 2, \times, ., 1, +, \pi, \alpha
2623, junk, ., a, \sin, 0, o, c, \alpha, C, 2
2624, junk, n, ., A, a, 1, R, 0, H, E
2625, junk, ., +, 1, -, COMMA, l, z, \prime, a
2626, junk, ., +, 0, \prime, a, n, ), r, 1
2627, \sin, junk, \cos, ., a, \tan, n, m, 0, u
2628, -, junk, =, ., T, i, \ldots, t, COMMA, \div
